Timestamp,Latitude,Longitude,Bearing,Altitude,Speed (km/h),Location Accuracy (m),Accelerometer X,Accelerometer Y,Accelerometer Z
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.4349365,8.9652405,-1.1700897
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.396637,8.812012,-1.7231445
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.317627,8.730606,-2.4533844
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.2194672,8.835953,-2.5802765
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.3583221,9.034668,-2.1612854
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.5881653,9.046646,-1.7710419
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.4157867,9.096924,-1.6178131
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.3846588,9.274094,-1.5603485
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.475647,9.163956,-1.7135773
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.4253693,9.00354,-1.9841156
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.099762,8.972427,-1.945816
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6687927,8.900589,-1.9553833
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.7142944,8.934113,-1.8620148
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.2529907,8.88623,-1.4262695
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.3918457,8.701874,-1.1916351
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.2721405,8.974823,-1.550766
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.2098846,9.254944,-1.5244293
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.4612732,9.195084,-1.1652985
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.62648,9.137619,-1.1365662
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.3583221,9.247757,-1.3185272
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.1811523,9.333939,-1.2658539
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.1691895,9.266907,-1.0719299
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.2242584,9.204666,-1.1317902
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.1260986,9.056213,-1.4813385
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.9991913,9.032272,-1.6345673
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.0662384,8.981995,-1.7183685
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.262558,9.118469,-1.5890808
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.3272095,9.288452,-1.1389618
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.044693,9.120865,-1.1940308
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.9872284,9.226212,-1.0025024
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.9991913,9.2812805,-0.7367401
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.128479,9.173538,-0.6218109
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.0949707,9.226212,-0.75349426
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.9393463,9.25972,-0.9354553
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.9704742,9.149597,-1.0767212
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.9824371,9.1232605,-1.1629028
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.8962555,9.175934,-1.198822
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.7741394,9.271698,-1.095871
2020/01/28 - 17:51:58,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.7956848,9.345917,-0.82533264
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.8938599,9.329163,-0.6481476
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.8962555,9.24057,-0.7127991
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.7789307,9.247757,-0.99531555
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.7262573,9.317184,-1.1006622
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6927338,9.43689,-0.8564453
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.7190704,9.482391,-0.5236511
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.649643,9.439285,-0.41592407
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5993652,9.410553,-0.54759216
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.539505,9.33873,-0.72476196
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4772644,9.2812805,-0.8708191
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.55867,9.317184,-0.9043274
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.539505,9.410553,-0.7726593
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.546692,9.434509,-0.65293884
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6161194,9.400986,-0.5787201
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6304932,9.269302,-0.66252136
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.625702,9.314789,-0.8923645
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.7095032,9.369858,-0.98812866
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.7334442,9.405777,-0.822937
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.697525,9.4776,-0.55477905
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.618515,9.412949,-0.44703674
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6233063,9.37944,-0.5667572
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6280975,9.369858,-0.69125366
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.55867,9.372253,-0.7295532
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5227509,9.30043,-0.6768799
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.546692,9.309998,-0.5954895
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5634613,9.331558,-0.5643616
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4772644,9.357895,-0.6289978
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4964142,9.439285,-0.6218109
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5658417,9.434509,-0.56196594
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.704712,9.39859,-0.5212555
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.661621,9.345917,-0.50450134
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.527542,9.321976,-0.6721039
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5897827,9.355499,-0.73913574
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.759781,9.487167,-0.39675903
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.7023163,9.472809,-0.14057922
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5634613,9.372253,-0.38000488
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4581146,9.333939,-0.67448425
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4389496,9.331558,-0.7056122
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4772644,9.317184,-0.66252136
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6280975,9.369858,-0.51408386
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.7310486,9.441681,-0.22198486
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.7071075,9.489563,-0.17889404
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6807709,9.408173,-0.3321228
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.625702,9.3411255,-0.39675903
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.63768,9.460846,-0.31774902
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.503601,9.535065,-0.22677612
